pathway_type,stage,date,n_in_stage_mean,n_in_stage_sd
BASELINE,pathrep_to_treatmdt,2026-02-28,0.3,0.534983080621924
BASELINE,pathrep_to_treatmdt,2026-03-01,0.3333333333333333,0.5466722735905339
BASELINE,pathrep_to_treatmdt,2026-03-02,0.43333333333333335,0.7279320417946062
BASELINE,pathrep_to_treatmdt,2026-03-03,0.43333333333333335,0.6789105539243627
BASELINE,pathrep_to_treatmdt,2026-03-04,0.36666666666666664,0.6686751354593717
BASELINE,pathrep_to_treatmdt,2026-03-05,0.3333333333333333,0.6608945522512667
BASELINE,pathrep_to_treatmdt,2026-03-06,0.36666666666666664,0.6686751354593717
BASELINE,pathrep_to_treatmdt,2026-03-07,0.43333333333333335,0.6260623155792926
BASELINE,pathrep_to_treatmdt,2026-03-08,0.43333333333333335,0.6260623155792926
BASELINE,pathrep_to_treatmdt,2026-03-09,0.43333333333333335,0.5683207771559354
BASELINE,pathrep_to_treatmdt,2026-03-10,0.3333333333333333,0.5466722735905339
BASELINE,pathrep_to_treatmdt,2026-03-11,0.4666666666666667,0.5713464637233658
BASELINE,pathrep_to_treatmdt,2026-03-12,0.5,0.6297235299224025
BASELINE,pathrep_to_treatmdt,2026-03-13,0.5666666666666667,0.6789105539243627
BASELINE,pathrep_to_treatmdt,2026-03-14,0.5666666666666667,0.6789105539243628
BASELINE,pathrep_to_treatmdt,2026-03-15,0.5666666666666667,0.6789105539243628
BASELINE,pathrep_to_treatmdt,2026-03-16,0.5666666666666667,0.6789105539243627
BASELINE,pathrep_to_treatmdt,2026-03-17,0.7,0.7497125886079553
BASELINE,pathrep_to_treatmdt,2026-03-18,0.7333333333333333,0.7396799556440673
BASELINE,pathrep_to_treatmdt,2026-03-19,0.8,0.8469010445797932
BASELINE,pathrep_to_treatmdt,2026-03-20,0.9,0.8847364696279085
BASELINE,pathrep_to_treatmdt,2026-03-21,0.9666666666666667,1.0333518722845685
BASELINE,pathrep_to_treatmdt,2026-03-22,0.9333333333333333,0.9071871393197362
BASELINE,pathrep_to_treatmdt,2026-03-23,0.9666666666666667,1.0333518722845685
BASELINE,pathrep_to_treatmdt,2026-03-24,1.1333333333333333,1.0080138659874618
BASELINE,pathrep_to_treatmdt,2026-03-25,1.2333333333333334,1.1351236704106018
BASELINE,pathrep_to_treatmdt,2026-03-26,1.2333333333333334,1.304721752165845
BASELINE,pathrep_to_treatmdt,2026-03-27,1.3,1.441981395451268
BASELINE,pathrep_to_treatmdt,2026-03-28,1.3333333333333333,1.422318004437519
BASELINE,pathrep_to_treatmdt,2026-03-29,1.3,1.3683617186633978
BASELINE,pathrep_to_treatmdt,2026-03-30,1.3333333333333333,1.397863723152492
BASELINE,pathrep_to_treatmdt,2026-03-31,1.4666666666666666,1.2521246311585852
BASELINE,pathrep_to_treatmdt,2026-04-01,1.2666666666666666,1.1426929274467317
BASELINE,pathrep_to_treatmdt,2026-04-02,1.2,0.9613209303008452
BASELINE,pathrep_to_treatmdt,2026-04-03,1.2666666666666666,0.9802650357071219
BASELINE,pathrep_to_treatmdt,2026-04-04,1.3,1.0221680811915899
BASELINE,pathrep_to_treatmdt,2026-04-05,1.5,1.0085838484282525
BASELINE,pathrep_to_treatmdt,2026-04-06,1.8,1.2148506364839742
BASELINE,pathrep_to_treatmdt,2026-04-07,1.8,1.2148506364839744
BASELINE,pathrep_to_treatmdt,2026-04-08,1.8,1.349329335326411
BASELINE,pathrep_to_treatmdt,2026-04-09,1.8,1.1861267013789625
BASELINE,pathrep_to_treatmdt,2026-04-10,1.7666666666666666,1.072648457158112
BASELINE,pathrep_to_treatmdt,2026-04-11,1.7333333333333334,1.0806553992619585
BASELINE,pathrep_to_treatmdt,2026-04-12,1.7333333333333334,1.112106833535071
BASELINE,pathrep_to_treatmdt,2026-04-13,1.6666666666666667,1.18418699983352
BASELINE,pathrep_to_treatmdt,2026-04-14,1.6333333333333333,1.1290317283753193
BASELINE,pathrep_to_treatmdt,2026-04-15,1.7,1.235955584516107
BASELINE,pathrep_to_treatmdt,2026-04-16,1.7,1.534657099743491
BASELINE,pathrep_to_treatmdt,2026-04-17,1.5333333333333334,1.6131642354623144
BASELINE,pathrep_to_treatmdt,2026-04-18,1.8,1.5624913792865636
BASELINE,pathrep_to_treatmdt,2026-04-19,1.8,1.4948186373673193
BASELINE,pathrep_to_treatmdt,2026-04-20,1.8333333333333333,1.4641305136221772
BASELINE,pathrep_to_treatmdt,2026-04-21,1.9,1.470397553560683
BASELINE,pathrep_to_treatmdt,2026-04-22,1.8,1.374647290185302
BASELINE,pathrep_to_treatmdt,2026-04-23,1.9,1.2415229801920011
BASELINE,pathrep_to_treatmdt,2026-04-24,2.1333333333333333,1.3321834121764768
BASELINE,pathrep_to_treatmdt,2026-04-25,2.033333333333333,1.2172137016162359
BASELINE,pathrep_to_treatmdt,2026-04-26,2.1,1.1551981469084383
BASELINE,pathrep_to_treatmdt,2026-04-27,2.1333333333333333,1.1366415543118709
BASELINE,pathrep_to_treatmdt,2026-04-28,2.033333333333333,1.217213701616236
BASELINE,pathrep_to_treatmdt,2026-04-29,2.1,1.1249521062602221
BASELINE,pathrep_to_treatmdt,2026-04-30,2.2666666666666666,1.2847469449832047
BASELINE,pathrep_to_treatmdt,2026-05-01,2.2333333333333334,1.222866427231762
BASELINE,pathrep_to_treatmdt,2026-05-02,2.2,1.2703515668696896
BASELINE,pathrep_to_treatmdt,2026-05-03,2.066666666666667,1.1426929274467317
BASELINE,pathrep_to_treatmdt,2026-05-04,1.9666666666666666,1.1591713250937241
BASELINE,pathrep_to_treatmdt,2026-05-05,2.066666666666667,1.3879613761229797
BASELINE,pathrep_to_treatmdt,2026-05-06,2.033333333333333,1.5196036990935664
BASELINE,pathrep_to_treatmdt,2026-05-07,2.1333333333333333,1.5252661346824676
BASELINE,pathrep_to_treatmdt,2026-05-08,1.9,1.3222238320605801
BASELINE,pathrep_to_treatmdt,2026-05-09,1.9666666666666666,1.1290317283753195
BASELINE,pathrep_to_treatmdt,2026-05-10,2.033333333333333,1.217213701616236
BASELINE,pathrep_to_treatmdt,2026-05-11,2.066666666666667,1.048260737942924
BASELINE,pathrep_to_treatmdt,2026-05-12,2.2333333333333334,1.2780193008453875
BASELINE,pathrep_to_treatmdt,2026-05-13,2.033333333333333,1.3514572807192964
BASELINE,pathrep_to_treatmdt,2026-05-14,1.9,1.268993627874548
BASELINE,pathrep_to_treatmdt,2026-05-15,2.1333333333333333,1.8888663510036976
BASELINE,pathrep_to_treatmdt,2026-05-16,2.1,1.8818552841132146
BASELINE,pathrep_to_treatmdt,2026-05-17,1.9666666666666666,1.8473342085721576
BASELINE,pathrep_to_treatmdt,2026-05-18,2.033333333333333,1.8285727114117012
BASELINE,pathrep_to_treatmdt,2026-05-19,1.8333333333333333,1.6206285143761956
BASELINE,pathrep_to_treatmdt,2026-05-20,2.1666666666666665,1.6417680405132065
BASELINE,pathrep_to_treatmdt,2026-05-21,2.2666666666666666,1.6801751413906603
BASELINE,pathrep_to_treatmdt,2026-05-22,2.1666666666666665,1.5331584108120329
BASELINE,pathrep_to_treatmdt,2026-05-23,2.1333333333333333,1.4319827906241323
BASELINE,pathrep_to_treatmdt,2026-05-24,2.1,1.5165750888103102
BASELINE,pathrep_to_treatmdt,2026-05-25,2.2,1.471569652235092
BASELINE,pathrep_to_treatmdt,2026-05-26,2.1666666666666665,1.5554871358790008
BASELINE,pathrep_to_treatmdt,2026-05-27,2.2333333333333334,1.7749858344909906
BASELINE,pathrep_to_treatmdt,2026-05-28,2.066666666666667,1.7005746155310286
BASELINE,pathrep_to_treatmdt,2026-05-29,2.3333333333333335,1.728729518208802
BASELINE,pathrep_to_treatmdt,2026-05-30,2.2,1.689725543925138
BASELINE,pathrep_to_treatmdt,2026-05-31,2.1666666666666665,1.763291071348928
BASELINE,pathrep_to_treatmdt,2026-06-01,2.066666666666667,1.4840144374549435
BASELINE,pathrep_to_treatmdt,2026-06-02,2.2,1.584406774659275
BASELINE,pathrep_to_treatmdt,2026-06-03,2.1666666666666665,1.4162440207947153
BASELINE,pathrep_to_treatmdt,2026-06-04,2.3,1.6220463873633888
BASELINE,pathrep_to_treatmdt,2026-06-05,2.3,1.6640208884630563
BASELINE,pathrep_to_treatmdt,2026-06-06,2.433333333333333,1.8323403789601471
BASELINE,pathrep_to_treatmdt,2026-06-07,2.433333333333333,1.75545127970055
BASELINE,pathrep_to_treatmdt,2026-06-08,2.466666666666667,1.7366899418212187
BASELINE,pathrep_to_treatmdt,2026-06-09,2.433333333333333,1.7157150581957192
BASELINE,pathrep_to_treatmdt,2026-06-10,2.2333333333333334,1.612095088607568
BASELINE,pathrep_to_treatmdt,2026-06-11,2.1666666666666665,1.6626388110747186
BASELINE,pathrep_to_treatmdt,2026-06-12,2.1333333333333333,1.6760654528683687
BASELINE,pathrep_to_treatmdt,2026-06-13,1.9666666666666666,1.5862193902556443
BASELINE,pathrep_to_treatmdt,2026-06-14,1.9,1.6681602503026065
BASELINE,pathrep_to_treatmdt,2026-06-15,1.8,1.8080280742403807
BASELINE,pathrep_to_treatmdt,2026-06-16,2.0,1.7616606585441104
BASELINE,pathrep_to_treatmdt,2026-06-17,1.8,1.4239333576037019
BASELINE,pathrep_to_treatmdt,2026-06-18,2.0,1.7019258867935263
BASELINE,pathrep_to_treatmdt,2026-06-19,1.8666666666666667,1.71671967332515
BASELINE,pathrep_to_treatmdt,2026-06-20,1.8666666666666667,1.676065452868369
BASELINE,pathrep_to_treatmdt,2026-06-21,1.9333333333333333,1.4840144374549435
BASELINE,pathrep_to_treatmdt,2026-06-22,2.0,1.4383899044561523
BASELINE,pathrep_to_treatmdt,2026-06-23,2.033333333333333,1.2452207485597397
BASELINE,pathrep_to_treatmdt,2026-06-24,2.3,1.263547278156987
BASELINE,pathrep_to_treatmdt,2026-06-25,2.2666666666666666,1.1426929274467317
BASELINE,pathrep_to_treatmdt,2026-06-26,2.2333333333333334,1.330888563259934
BASELINE,pathrep_to_treatmdt,2026-06-27,2.3,1.4656997857914036
BASELINE,pathrep_to_treatmdt,2026-06-28,2.1666666666666665,1.3412123525798008
BASELINE,pathrep_to_treatmdt,2026-06-29,2.3,1.3429252681597992
BASELINE,pathrep_to_treatmdt,2026-06-30,2.433333333333333,1.5241353305225644
BASELINE,pathrep_to_treatmdt,2026-07-01,2.2333333333333334,1.5241353305225642
BASELINE,pathrep_to_treatmdt,2026-07-02,2.066666666666667,1.5742175578808126
BASELINE,pathrep_to_treatmdt,2026-07-03,2.033333333333333,1.5862193902556445
BASELINE,pathrep_to_treatmdt,2026-07-04,1.8666666666666667,1.407696414502182
BASELINE,pathrep_to_treatmdt,2026-07-05,1.8666666666666667,1.547708725455334
BASELINE,pathrep_to_treatmdt,2026-07-06,1.9333333333333333,1.8181713688309973
BASELINE,pathrep_to_treatmdt,2026-07-07,1.9666666666666666,1.7317189652806375
BASELINE,pathrep_to_treatmdt,2026-07-08,2.066666666666667,1.6595249285580942
BASELINE,pathrep_to_treatmdt,2026-07-09,2.1,1.668160250302607
BASELINE,pathrep_to_treatmdt,2026-07-10,2.1333333333333333,1.4558640835892125
BASELINE,pathrep_to_treatmdt,2026-07-11,2.066666666666667,1.3879613761229797
BASELINE,pathrep_to_treatmdt,2026-07-12,2.2333333333333334,1.568731825465999
BASELINE,pathrep_to_treatmdt,2026-07-13,2.1333333333333333,1.591644851508443
BASELINE,pathrep_to_treatmdt,2026-07-14,2.033333333333333,1.4015590662158888
BASELINE,pathrep_to_treatmdt,2026-07-15,2.066666666666667,1.3879613761229797
BASELINE,pathrep_to_treatmdt,2026-07-16,1.9,1.295882072114429
BASELINE,pathrep_to_treatmdt,2026-07-17,1.9333333333333333,1.2576204496597132
BASELINE,pathrep_to_treatmdt,2026-07-18,1.8333333333333333,1.2887666740841357
BASELINE,pathrep_to_treatmdt,2026-07-19,1.8333333333333333,1.176884646541184
BASELINE,pathrep_to_treatmdt,2026-07-20,1.9,1.241522980192001
BASELINE,pathrep_to_treatmdt,2026-07-21,1.9333333333333333,1.2576204496597132
BASELINE,pathrep_to_treatmdt,2026-07-22,1.9,1.295882072114429
BASELINE,pathrep_to_treatmdt,2026-07-23,2.033333333333333,1.5421286974634218
BASELINE,pathrep_to_treatmdt,2026-07-24,2.0,1.3896166675593025
BASELINE,pathrep_to_treatmdt,2026-07-25,1.9333333333333333,1.3373502709187437
BASELINE,pathrep_to_treatmdt,2026-07-26,2.2,1.4239333576037019
BASELINE,pathrep_to_treatmdt,2026-07-27,2.2666666666666666,1.5521583045227219
BASELINE,pathrep_to_treatmdt,2026-07-28,2.1333333333333333,1.8143742786394723
BASELINE,pathrep_to_treatmdt,2026-07-29,2.1,1.7684982914598906
BASELINE,pathrep_to_treatmdt,2026-07-30,2.2,1.972220873131048
BASELINE,pathrep_to_treatmdt,2026-07-31,2.1666666666666665,2.0524725767134915
BASELINE,pathrep_to_treatmdt,2026-08-01,2.0,1.8754309849499513
BASELINE,pathrep_to_treatmdt,2026-08-02,2.1666666666666665,1.966676407534809
BASELINE,pathrep_to_treatmdt,2026-08-03,2.0,2.0171676968565055
BASELINE,pathrep_to_treatmdt,2026-08-04,2.066666666666667,1.659524928558094
BASELINE,pathrep_to_treatmdt,2026-08-05,2.1,1.6681602503026065
BASELINE,pathrep_to_treatmdt,2026-08-06,2.2666666666666666,1.6174337556830536
BASELINE,pathrep_to_treatmdt,2026-08-07,2.3333333333333335,1.5387709679981694
BASELINE,pathrep_to_treatmdt,2026-08-08,2.433333333333333,1.75545127970055
BASELINE,pathrep_to_treatmdt,2026-08-09,2.8,1.6484057083468089
BASELINE,pathrep_to_treatmdt,2026-08-10,2.8333333333333335,1.6206285143761956
BASELINE,pathrep_to_treatmdt,2026-08-11,2.8,1.4479474176011817
BASELINE,pathrep_to_treatmdt,2026-08-12,2.6,1.5222487902147745
BASELINE,pathrep_to_treatmdt,2026-08-13,2.3666666666666667,1.4259499757471625
BASELINE,pathrep_to_treatmdt,2026-08-14,2.5,1.479748347663816
BASELINE,pathrep_to_treatmdt,2026-08-15,2.466666666666667,1.3829836145670418
BASELINE,pathrep_to_treatmdt,2026-08-16,2.2,1.4715696522350923
BASELINE,pathrep_to_treatmdt,2026-08-17,2.2333333333333334,1.4307782626184986
BASELINE,pathrep_to_treatmdt,2026-08-18,2.066666666666667,1.507071454117585
BASELINE,pathrep_to_treatmdt,2026-08-19,2.0,1.3130643285972254
BASELINE,pathrep_to_treatmdt,2026-08-20,2.2,1.4479474176011817
BASELINE,pathrep_to_treatmdt,2026-08-21,2.2666666666666666,1.4840144374549435
BASELINE,pathrep_to_treatmdt,2026-08-22,2.1333333333333333,1.332183412176477
BASELINE,pathrep_to_treatmdt,2026-08-23,2.066666666666667,1.2298957997167563
BASELINE,pathrep_to_treatmdt,2026-08-24,2.0,1.2865350418053536
BASELINE,pathrep_to_treatmdt,2026-08-25,1.9666666666666666,1.2994251602637363
BASELINE,pathrep_to_treatmdt,2026-08-26,2.1666666666666665,1.3152509484776147
BASELINE,pathrep_to_treatmdt,2026-08-27,2.033333333333333,1.2726115785600325
BASELINE,pathrep_to_treatmdt,2026-08-28,1.9666666666666666,1.2726115785600325
BASELINE,pathrep_to_treatmdt,2026-08-29,1.8333333333333333,1.1167481527997303
BASELINE,pathrep_to_treatmdt,2026-08-30,1.9,1.1249521062602224
BASELINE,pathrep_to_treatmdt,2026-08-31,2.1,1.3480509557543976
BASELINE,pathrep_to_treatmdt,2026-09-01,2.1666666666666665,1.4162440207947153
BASELINE,pathrep_to_treatmdt,2026-09-02,2.2,1.4948186373673193
BASELINE,pathrep_to_treatmdt,2026-09-03,2.1333333333333333,1.4793599112881346
BASELINE,pathrep_to_treatmdt,2026-09-04,2.1666666666666665,1.641768040513207
BASELINE,pathrep_to_treatmdt,2026-09-05,2.1666666666666665,1.57749984061059
BASELINE,pathrep_to_treatmdt,2026-09-06,2.2,1.6484057083468089
BASELINE,pathrep_to_treatmdt,2026-09-07,2.1666666666666665,1.2617266038997932
BASELINE,pathrep_to_treatmdt,2026-09-08,1.9333333333333333,1.2015315896469558
BASELINE,pathrep_to_treatmdt,2026-09-09,1.8333333333333333,1.1768846465411842
BASELINE,pathrep_to_treatmdt,2026-09-10,1.9333333333333333,1.2298957997167563
BASELINE,pathrep_to_treatmdt,2026-09-11,1.8,1.2429109325317307
BASELINE,pathrep_to_treatmdt,2026-09-12,1.8,1.2972118642263706
BASELINE,pathrep_to_treatmdt,2026-09-13,1.7666666666666666,1.2507469032909713
BASELINE,pathrep_to_treatmdt,2026-09-14,1.5666666666666667,1.222866427231762
BASELINE,pathrep_to_treatmdt,2026-09-15,1.5333333333333334,1.1366415543118709
BASELINE,pathrep_to_treatmdt,2026-09-16,1.6333333333333333,1.0980651740387641
BASELINE,pathrep_to_treatmdt,2026-09-17,1.8333333333333333,0.9498941259817921
BASELINE,pathrep_to_treatmdt,2026-09-18,1.8666666666666667,0.9371024061116424
BASELINE,pathrep_to_treatmdt,2026-09-19,2.033333333333333,0.889917986664224
BASELINE,pathrep_to_treatmdt,2026-09-20,1.9666666666666666,1.0980651740387641
BASELINE,pathrep_to_treatmdt,2026-09-21,1.9333333333333333,1.0806553992619587
BASELINE,pathrep_to_treatmdt,2026-09-22,2.1,1.2415229801920011
BASELINE,pathrep_to_treatmdt,2026-09-23,2.1666666666666665,1.2058287558794354
BASELINE,pathrep_to_treatmdt,2026-09-24,2.2666666666666666,1.1121068335350712
BASELINE,pathrep_to_treatmdt,2026-09-25,2.3666666666666667,1.2452207485597397
BASELINE,pathrep_to_treatmdt,2026-09-26,2.4,1.302517456365914
BASELINE,pathrep_to_treatmdt,2026-09-27,2.3333333333333335,1.2129568697262454
BASELINE,pathrep_to_treatmdt,2026-09-28,2.3,1.235955584516107
BASELINE,pathrep_to_treatmdt,2026-09-29,2.3666666666666667,1.2994251602637363
BASELINE,pathrep_to_treatmdt,2026-09-30,2.3333333333333335,1.2410599844719314
BASELINE,pathrep_to_treatmdt,2026-10-01,2.1666666666666665,0.9855274566525746
BASELINE,pathrep_to_treatmdt,2026-10-02,2.2333333333333334,1.0726484571581119
BASELINE,pathrep_to_treatmdt,2026-10-03,2.1333333333333333,1.1366415543118709
BASELINE,pathrep_to_treatmdt,2026-10-04,2.1666666666666665,1.1472105098991157
BASELINE,pathrep_to_treatmdt,2026-10-05,2.1,1.2134305884983485
BASELINE,pathrep_to_treatmdt,2026-10-06,2.1333333333333333,1.1665845619713493
BASELINE,pathrep_to_treatmdt,2026-10-07,2.1333333333333333,1.1957780134587124
BASELINE,pathrep_to_treatmdt,2026-10-08,2.1,1.0938700673013824
BASELINE,pathrep_to_treatmdt,2026-10-09,2.0,1.144702942944678
BASELINE,pathrep_to_treatmdt,2026-10-10,2.1,1.268993627874548
BASELINE,pathrep_to_treatmdt,2026-10-11,1.8333333333333333,1.1472105098991157
BASELINE,pathrep_to_treatmdt,2026-10-12,1.8,1.1861267013789623
BASELINE,pathrep_to_treatmdt,2026-10-13,1.8666666666666667,1.224275530553741
BASELINE,pathrep_to_treatmdt,2026-10-14,1.8,1.2429109325317307
BASELINE,pathrep_to_treatmdt,2026-10-15,1.8666666666666667,1.2793676598989838
BASELINE,pathrep_to_treatmdt,2026-10-16,1.8333333333333333,1.1768846465411842
BASELINE,pathrep_to_treatmdt,2026-10-17,1.7333333333333334,1.048260737942924
BASELINE,pathrep_to_treatmdt,2026-10-18,1.6333333333333333,0.8899179866642238
BASELINE,pathrep_to_treatmdt,2026-10-19,1.7333333333333334,0.9802650357071221
BASELINE,pathrep_to_treatmdt,2026-10-20,1.9,1.0618786215460558
BASELINE,pathrep_to_treatmdt,2026-10-21,2.0,1.2317635241028795
BASELINE,pathrep_to_treatmdt,2026-10-22,1.8,1.1264836959500921
BASELINE,pathrep_to_treatmdt,2026-10-23,1.6666666666666667,1.0613372610104645
BASELINE,pathrep_to_treatmdt,2026-10-24,1.8333333333333333,1.2617266038997932
BASELINE,pathrep_to_treatmdt,2026-10-25,1.7666666666666666,1.1043279539543756
BASELINE,pathrep_to_treatmdt,2026-10-26,1.9,1.295882072114429
BASELINE,pathrep_to_treatmdt,2026-10-27,1.8333333333333333,1.5104996509110153
BASELINE,pathrep_to_treatmdt,2026-10-28,1.9,1.5165750888103102
BASELINE,pathrep_to_treatmdt,2026-10-29,1.7333333333333334,1.4840144374549435
BASELINE,pathrep_to_treatmdt,2026-10-30,1.7666666666666666,1.4064710873459965
BASELINE,pathrep_to_treatmdt,2026-10-31,1.9,1.493664782593009
BASELINE,pathrep_to_treatmdt,2026-11-01,1.9666666666666666,1.6291172420994589
BASELINE,pathrep_to_treatmdt,2026-11-02,2.033333333333333,1.607811391695048
BASELINE,pathrep_to_treatmdt,2026-11-03,2.033333333333333,1.5862193902556445
BASELINE,pathrep_to_treatmdt,2026-11-04,1.9666666666666666,1.629117242099459
BASELINE,pathrep_to_treatmdt,2026-11-05,1.9,1.4467561813504934
BASELINE,pathrep_to_treatmdt,2026-11-06,1.9333333333333333,1.436790804568276
BASELINE,pathrep_to_treatmdt,2026-11-07,2.033333333333333,1.473521078171633
BASELINE,pathrep_to_treatmdt,2026-11-08,2.033333333333333,1.4259499757471625
BASELINE,pathrep_to_treatmdt,2026-11-09,1.9,1.2134305884983487
BASELINE,pathrep_to_treatmdt,2026-11-10,1.8,1.2429109325317307
BASELINE,pathrep_to_treatmdt,2026-11-11,1.9,1.241522980192001
BASELINE,pathrep_to_treatmdt,2026-11-12,1.9666666666666666,1.3256965204630418
BASELINE,pathrep_to_treatmdt,2026-11-13,2.033333333333333,1.473521078171633
BASELINE,pathrep_to_treatmdt,2026-11-14,2.2333333333333334,1.654322099591069
BASELINE,pathrep_to_treatmdt,2026-11-15,2.3,1.8222759547259613
BASELINE,pathrep_to_treatmdt,2026-11-16,2.3333333333333335,1.9178532059415367
BASELINE,pathrep_to_treatmdt,2026-11-17,2.433333333333333,2.045741301158181
BASELINE,pathrep_to_treatmdt,2026-11-18,2.566666666666667,2.2694877643740843
BASELINE,pathrep_to_treatmdt,2026-11-19,2.566666666666667,2.2694877643740843
BASELINE,pathrep_to_treatmdt,2026-11-20,2.3,1.9502431324996554
BASELINE,pathrep_to_treatmdt,2026-11-21,2.2,1.6273524086899451
BASELINE,pathrep_to_treatmdt,2026-11-22,2.1666666666666665,1.57749984061059
BASELINE,pathrep_to_treatmdt,2026-11-23,1.9666666666666666,1.376736103561817
BASELINE,pathrep_to_treatmdt,2026-11-24,1.9,1.6049492418657723
BASELINE,pathrep_to_treatmdt,2026-11-25,2.0,1.5756771943166707
BASELINE,pathrep_to_treatmdt,2026-11-26,1.9666666666666666,1.2994251602637363
BASELINE,pathrep_to_treatmdt,2026-11-27,1.9,1.184672222963833
BASELINE,pathrep_to_treatmdt,2026-11-28,2.033333333333333,1.2452207485597395
BASELINE,pathrep_to_treatmdt,2026-11-29,1.9666666666666666,1.217213701616236
BASELINE,pathrep_to_treatmdt,2026-11-30,2.0,1.3130643285972254
BASELINE,pathrep_to_treatmdt,2026-12-01,1.9666666666666666,1.2994251602637361
BASELINE,pathrep_to_treatmdt,2026-12-02,1.9666666666666666,1.2994251602637363
BASELINE,pathrep_to_treatmdt,2026-12-03,2.2333333333333334,1.715715058195719
BASELINE,pathrep_to_treatmdt,2026-12-04,2.1,1.7878902998053126
BASELINE,pathrep_to_treatmdt,2026-12-05,2.1,1.70900253223113
BASELINE,pathrep_to_treatmdt,2026-12-06,2.0,1.6609095970747993
BASELINE,pathrep_to_treatmdt,2026-12-07,2.1333333333333333,1.547708725455334
BASELINE,pathrep_to_treatmdt,2026-12-08,2.1333333333333333,1.5477087254553341
BASELINE,pathrep_to_treatmdt,2026-12-09,2.3,1.534657099743491
BASELINE,pathrep_to_treatmdt,2026-12-10,2.3666666666666667,1.650148025404729
BASELINE,pathrep_to_treatmdt,2026-12-11,2.3,1.4656997857914034
BASELINE,pathrep_to_treatmdt,2026-12-12,2.466666666666667,1.5252661346824676
BASELINE,pathrep_to_treatmdt,2026-12-13,2.4,1.4762487408386116
BASELINE,pathrep_to_treatmdt,2026-12-14,2.6,1.5222487902147745
BASELINE,pathrep_to_treatmdt,2026-12-15,2.5,1.5480800121886242
BASELINE,pathrep_to_treatmdt,2026-12-16,2.3333333333333335,1.6259391627362754
BASELINE,pathrep_to_treatmdt,2026-12-17,2.1666666666666665,1.533158410812033
BASELINE,pathrep_to_treatmdt,2026-12-18,2.033333333333333,1.2726115785600325
BASELINE,pathrep_to_treatmdt,2026-12-19,1.9333333333333333,1.2015315896469558
BASELINE,pathrep_to_treatmdt,2026-12-20,2.1,1.1551981469084385
BASELINE,pathrep_to_treatmdt,2026-12-21,2.1666666666666665,1.1472105098991154
BASELINE,pathrep_to_treatmdt,2026-12-22,2.1333333333333333,0.9371024061116424
BASELINE,pathrep_to_treatmdt,2026-12-23,2.1666666666666665,1.11674815279973
BASELINE,pathrep_to_treatmdt,2026-12-24,2.1,1.241522980192001
BASELINE,pathrep_to_treatmdt,2026-12-25,2.2,1.1861267013789623
BASELINE,pathrep_to_treatmdt,2026-12-26,2.2666666666666666,1.3113124074319809
BASELINE,pathrep_to_treatmdt,2026-12-27,2.3,1.2077336998093464
BASELINE,pathrep_to_treatmdt,2026-12-28,2.3333333333333335,1.2410599844719314
BASELINE,pathrep_to_treatmdt,2026-12-29,2.3333333333333335,1.446358884574816
BASELINE,pathrep_to_treatmdt,2026-12-30,2.2,1.4479474176011817
BASELINE,pathrep_to_treatmdt,2026-12-31,2.3,1.393333883297477
BASELINE,pathrep_to_treatmdt,2027-01-01,2.2,1.0954451150103324
BASELINE,pathrep_to_treatmdt,2027-01-02,2.3666666666666667,1.0333518722845685
BASELINE,pathrep_to_treatmdt,2027-01-03,2.2666666666666666,1.1724814044061256
BASELINE,pathrep_to_treatmdt,2027-01-04,2.2666666666666666,1.257620449659713
BASELINE,ref_to_mri,2026-01-05,0.36666666666666664,0.6149478998583782
BASELINE,ref_to_mri,2026-01-06,0.8666666666666667,0.9371024061116424
BASELINE,ref_to_mri,2026-01-07,1.2,0.9613209303008454
BASELINE,ref_to_mri,2026-01-08,1.4333333333333333,1.1043279539543756
BASELINE,ref_to_mri,2026-01-09,2.066666666666667,1.2298957997167566
BASELINE,ref_to_mri,2026-01-10,2.066666666666667,1.2298957997167566
BASELINE,ref_to_mri,2026-01-11,2.066666666666667,1.2298957997167566
BASELINE,ref_to_mri,2026-01-12,2.533333333333333,1.5024883574816201
BASELINE,ref_to_mri,2026-01-13,3.4,1.5887535778195694
BASELINE,ref_to_mri,2026-01-14,3.8333333333333335,1.8210139906170377
BASELINE,ref_to_mri,2026-01-15,4.4,1.8864306744895698
BASELINE,ref_to_mri,2026-01-16,4.866666666666666,2.17720689991959
BASELINE,ref_to_mri,2026-01-17,4.866666666666666,2.17720689991959
BASELINE,ref_to_mri,2026-01-18,4.8,2.171921126401773
BASELINE,ref_to_mri,2026-01-19,5.433333333333334,2.387948670004176
BASELINE,ref_to_mri,2026-01-20,5.866666666666666,2.23966335729792
BASELINE,ref_to_mri,2026-01-21,6.3,2.261369740544052
BASELINE,ref_to_mri,2026-01-22,6.633333333333334,2.428044954042362
BASELINE,ref_to_mri,2026-01-23,7.1,2.6697539599926716
BASELINE,ref_to_mri,2026-01-24,7.033333333333333,2.606137759787173
BASELINE,ref_to_mri,2026-01-25,6.9,2.564344374097504
BASELINE,ref_to_mri,2026-01-26,7.166666666666667,2.19848432637882
BASELINE,ref_to_mri,2026-01-27,7.6,2.2682212383731217
BASELINE,ref_to_mri,2026-01-28,7.733333333333333,2.5721765013355884
BASELINE,ref_to_mri,2026-01-29,8.066666666666666,2.765967229134083
